freq,psd_x,psd_y,psd_z,psd_xyz
73.0,1.829e+03,2.700e+04,1.070e+05,1.358e+05
74.6,1.355e+03,1.996e+04,8.520e+04,1.065e+05
76.2,1.860e+03,2.037e+04,6.992e+04,9.215e+04
77.7,1.617e+03,2.719e+04,5.974e+04,8.854e+04
79.3,1.147e+03,3.660e+04,4.959e+04,8.734e+04
80.9,7.629e+02,4.706e+04,4.018e+04,8.800e+04
82.5,5.740e+02,6.101e+04,3.183e+04,9.341e+04
84.1,1.077e+03,6.978e+04,2.229e+04,9.315e+04
85.7,1.792e+03,5.513e+04,1.140e+04,6.833e+04
87.3,2.481e+03,3.359e+04,5.241e+03,4.132e+04
88.8,3.625e+03,2.327e+04,3.270e+03,3.016e+04
90.4,3.927e+03,1.475e+04,1.927e+03,2.061e+04
92.0,3.354e+03,8.985e+03,1.163e+03,1.350e+04
93.6,2.820e+03,5.064e+03,9.726e+02,8.857e+03
95.2,2.913e+03,2.713e+03,1.011e+03,6.637e+03
96.8,3.284e+03,1.516e+03,1.457e+03,6.257e+03
98.4,3.573e+03,1.041e+03,2.146e+03,6.760e+03
99.9,3.595e+03,7.512e+02,2.939e+03,7.285e+03
101.5,2.748e+03,7.961e+02,3.396e+03,6.941e+03
103.1,2.451e+03,9.735e+02,3.587e+03,7.011e+03
104.7,3.024e+03,1.298e+03,5.987e+03,1.031e+04
106.3,2.543e+03,2.458e+03,9.698e+03,1.470e+04
107.9,1.684e+03,3.472e+03,1.011e+04,1.526e+04
109.5,1.365e+03,3.209e+03,7.561e+03,1.213e+04
111.1,1.070e+03,3.006e+03,6.826e+03,1.090e+04
112.6,9.874e+02,2.748e+03,6.267e+03,1.000e+04
114.2,8.781e+02,2.417e+03,5.762e+03,9.056e+03
115.8,6.403e+02,2.332e+03,5.765e+03,8.738e+03
117.4,6.953e+02,2.543e+03,6.174e+03,9.413e+03
119.0,1.066e+03,2.740e+03,6.378e+03,1.018e+04
120.6,1.495e+03,2.819e+03,5.877e+03,1.019e+04
122.2,2.307e+03,2.875e+03,5.095e+03,1.028e+04
123.7,3.205e+03,2.884e+03,4.405e+03,1.049e+04
125.3,3.959e+03,2.913e+03,3.849e+03,1.072e+04
126.9,4.497e+03,2.925e+03,3.382e+03,1.080e+04
128.5,4.672e+03,2.930e+03,2.945e+03,1.055e+04
130.1,4.301e+03,3.181e+03,2.537e+03,1.002e+04
131.7,3.200e+03,3.221e+03,2.153e+03,8.574e+03
133.3,1.352e+03,1.739e+03,1.194e+03,4.285e+03
134.9,2.610e+02,5.919e+02,5.476e+02,1.401e+03
136.4,2.414e+02,5.380e+02,5.697e+02,1.349e+03
138.0,2.810e+02,5.290e+02,6.585e+02,1.469e+03
139.6,2.955e+02,4.926e+02,6.563e+02,1.444e+03
141.2,3.216e+02,4.775e+02,6.805e+02,1.480e+03
142.8,3.088e+02,4.559e+02,5.989e+02,1.363e+03
144.4,3.163e+02,4.853e+02,5.471e+02,1.349e+03
146.0,3.040e+02,5.200e+02,5.128e+02,1.337e+03
147.5,3.845e+02,5.736e+02,5.578e+02,1.516e+03
149.1,4.823e+02,6.384e+02,6.362e+02,1.757e+03
150.7,3.071e+02,6.295e+02,6.097e+02,1.546e+03
152.3,2.715e+02,6.344e+02,5.757e+02,1.482e+03
153.9,3.302e+02,6.621e+02,5.664e+02,1.559e+03
155.5,3.216e+02,7.304e+02,6.058e+02,1.658e+03
157.1,2.503e+02,7.310e+02,6.234e+02,1.605e+03
158.6,2.176e+02,7.216e+02,6.121e+02,1.551e+03
160.2,2.338e+02,7.522e+02,5.903e+02,1.576e+03
161.8,2.417e+02,7.438e+02,5.530e+02,1.539e+03
163.4,2.725e+02,7.320e+02,5.638e+02,1.568e+03
165.0,3.744e+02,7.412e+02,5.943e+02,1.710e+03
166.6,5.095e+02,8.212e+02,6.655e+02,1.996e+03
168.2,5.214e+02,8.862e+02,7.242e+02,2.132e+03
169.8,4.184e+02,1.004e+03,8.677e+02,2.290e+03
171.3,4.645e+02,1.164e+03,9.091e+02,2.538e+03
172.9,6.544e+02,1.242e+03,8.554e+02,2.752e+03
174.5,1.127e+03,1.542e+03,9.141e+02,3.583e+03
176.1,1.463e+03,2.153e+03,9.210e+02,4.536e+03
177.7,1.243e+03,2.371e+03,8.530e+02,4.468e+03
179.3,1.615e+03,2.751e+03,1.104e+03,5.470e+03
180.9,1.844e+03,2.885e+03,1.336e+03,6.065e+03
182.4,2.173e+03,3.192e+03,1.506e+03,6.871e+03
184.0,3.057e+03,3.651e+03,1.873e+03,8.581e+03
185.6,4.382e+03,4.149e+03,2.389e+03,1.092e+04
187.2,5.900e+03,3.965e+03,3.015e+03,1.288e+04
188.8,6.508e+03,3.259e+03,3.206e+03,1.297e+04
190.4,5.505e+03,2.398e+03,2.616e+03,1.052e+04
192.0,4.508e+03,1.671e+03,2.275e+03,8.453e+03
193.6,3.835e+03,1.234e+03,2.059e+03,7.128e+03
195.1,3.324e+03,8.435e+02,1.941e+03,6.109e+03
196.7,2.808e+03,5.972e+02,1.685e+03,5.091e+03
198.3,2.580e+03,4.308e+02,1.575e+03,4.585e+03
199.9,2.211e+03,3.719e+02,1.467e+03,4.050e+03
