freq,psd_x,psd_y,psd_z,psd_xyz
69.8,1.279e+05,1.552e+03,1.342e+04,1.429e+05
71.4,8.333e+04,1.287e+03,1.333e+04,9.794e+04
73.0,5.204e+04,8.743e+02,1.443e+04,6.734e+04
74.6,4.127e+04,9.606e+02,1.873e+04,6.096e+04
76.2,5.582e+04,8.935e+02,2.801e+04,8.472e+04
77.8,8.501e+04,8.847e+02,3.774e+04,1.236e+05
79.4,1.335e+05,2.511e+03,4.618e+04,1.822e+05
80.9,2.032e+05,6.003e+03,4.692e+04,2.561e+05
82.5,2.384e+05,1.245e+04,4.520e+04,2.961e+05
84.1,2.852e+05,2.902e+04,4.222e+04,3.564e+05
85.7,3.264e+05,4.002e+04,2.708e+04,3.935e+05
87.3,3.024e+05,3.063e+04,1.098e+04,3.440e+05
88.9,3.284e+05,2.310e+04,3.898e+03,3.554e+05
90.5,3.497e+05,1.919e+04,3.519e+03,3.724e+05
92.0,3.654e+05,1.722e+04,6.904e+03,3.895e+05
93.6,3.514e+05,1.588e+04,1.028e+04,3.776e+05
95.2,3.057e+05,1.406e+04,1.330e+04,3.331e+05
96.8,2.675e+05,1.163e+04,2.110e+04,3.002e+05
98.4,2.433e+05,8.481e+03,2.984e+04,2.816e+05
100.0,2.327e+05,6.221e+03,3.838e+04,2.773e+05
101.6,2.207e+05,4.454e+03,4.213e+04,2.673e+05
103.2,2.122e+05,3.627e+03,3.590e+04,2.517e+05
104.7,2.219e+05,3.212e+03,3.115e+04,2.563e+05
106.3,2.195e+05,2.703e+03,3.499e+04,2.572e+05
107.9,2.105e+05,2.498e+03,3.453e+04,2.476e+05
109.5,2.060e+05,2.946e+03,2.975e+04,2.387e+05
111.1,1.974e+05,3.159e+03,3.035e+04,2.309e+05
112.7,1.771e+05,3.472e+03,3.329e+04,2.139e+05
114.3,1.681e+05,4.233e+03,4.061e+04,2.129e+05
115.9,1.697e+05,4.960e+03,5.097e+04,2.257e+05
117.4,1.775e+05,6.281e+03,6.191e+04,2.457e+05
119.0,1.860e+05,8.317e+03,6.834e+04,2.627e+05
120.6,1.893e+05,1.034e+04,6.819e+04,2.679e+05
122.2,1.879e+05,1.198e+04,6.276e+04,2.626e+05
123.8,1.829e+05,1.163e+04,5.524e+04,2.498e+05
125.4,1.754e+05,9.292e+03,4.973e+04,2.344e+05
127.0,1.713e+05,7.106e+03,4.724e+04,2.256e+05
128.6,1.744e+05,5.692e+03,4.782e+04,2.279e+05
130.1,1.737e+05,5.007e+03,4.973e+04,2.284e+05
131.7,1.476e+05,4.701e+03,4.583e+04,1.981e+05
133.3,6.327e+04,2.737e+03,2.122e+04,8.722e+04
134.9,8.404e+03,1.100e+03,3.385e+03,1.289e+04
136.5,6.400e+03,9.232e+02,2.569e+03,9.892e+03
138.1,6.381e+03,7.727e+02,2.529e+03,9.682e+03
139.7,6.133e+03,6.702e+02,2.386e+03,9.189e+03
141.2,6.060e+03,6.334e+02,2.472e+03,9.165e+03
142.8,6.298e+03,7.065e+02,2.774e+03,9.778e+03
144.4,7.276e+03,8.909e+02,3.277e+03,1.144e+04
146.0,8.030e+03,1.193e+03,3.606e+03,1.283e+04
147.6,8.339e+03,1.458e+03,3.620e+03,1.342e+04
149.2,8.988e+03,1.629e+03,3.980e+03,1.460e+04
150.8,9.908e+03,1.864e+03,4.871e+03,1.664e+04
152.4,1.145e+04,3.065e+03,5.806e+03,2.032e+04
153.9,1.374e+04,5.579e+03,6.356e+03,2.567e+04
155.5,1.501e+04,9.120e+03,5.297e+03,2.943e+04
157.1,1.298e+04,1.185e+04,3.791e+03,2.862e+04
158.7,9.598e+03,1.189e+04,3.202e+03,2.469e+04
160.3,6.996e+03,1.106e+04,3.112e+03,2.117e+04
161.9,5.709e+03,9.591e+03,3.373e+03,1.867e+04
163.5,4.780e+03,8.409e+03,3.816e+03,1.700e+04
165.1,4.031e+03,7.389e+03,3.973e+03,1.539e+04
166.6,4.917e+03,6.490e+03,4.028e+03,1.544e+04
168.2,8.143e+03,7.344e+03,4.992e+03,2.048e+04
169.8,1.225e+04,9.009e+03,6.178e+03,2.744e+04
171.4,1.745e+04,1.183e+04,8.441e+03,3.773e+04
173.0,2.391e+04,1.455e+04,1.113e+04,4.959e+04
174.6,2.926e+04,1.600e+04,1.046e+04,5.573e+04
176.2,4.622e+04,2.375e+04,1.461e+04,8.458e+04
177.8,5.326e+04,2.579e+04,1.646e+04,9.551e+04
179.3,6.465e+04,2.872e+04,2.008e+04,1.135e+05
180.9,7.497e+04,3.115e+04,2.482e+04,1.309e+05
182.5,8.238e+04,3.263e+04,2.966e+04,1.447e+05
184.1,8.726e+04,3.361e+04,3.351e+04,1.544e+05
185.7,8.407e+04,3.185e+04,3.455e+04,1.505e+05
187.3,7.434e+04,2.780e+04,3.284e+04,1.350e+05
188.9,6.230e+04,2.275e+04,3.015e+04,1.152e+05
190.4,5.002e+04,1.770e+04,2.625e+04,9.397e+04
192.0,3.827e+04,1.297e+04,2.183e+04,7.306e+04
193.6,3.020e+04,1.007e+04,1.876e+04,5.902e+04
195.2,2.446e+04,8.040e+03,1.660e+04,4.910e+04
196.8,1.893e+04,5.906e+03,1.363e+04,3.846e+04
198.4,1.665e+04,4.947e+03,1.205e+04,3.365e+04
200.0,1.564e+04,4.406e+03,1.092e+04,3.097e+04
