freq,psd_x,psd_y,psd_z,psd_xyz
103.0,2.520e+05,1.946e+04,7.396e+03,2.789e+05
104.6,2.293e+05,1.393e+04,4.064e+03,2.473e+05
106.2,2.033e+05,1.128e+04,2.573e+03,2.172e+05
107.8,1.868e+05,1.122e+04,2.510e+03,2.006e+05
109.4,1.670e+05,1.126e+04,2.748e+03,1.810e+05
111.0,1.432e+05,1.023e+04,2.724e+03,1.562e+05
112.5,1.279e+05,9.304e+03,2.713e+03,1.400e+05
114.1,1.412e+05,1.095e+04,3.765e+03,1.559e+05
115.7,1.721e+05,1.311e+04,4.930e+03,1.901e+05
117.3,2.006e+05,1.419e+04,5.563e+03,2.203e+05
118.9,2.177e+05,1.518e+04,5.737e+03,2.386e+05
120.5,2.206e+05,1.629e+04,5.720e+03,2.426e+05
122.1,2.146e+05,1.663e+04,5.707e+03,2.369e+05
123.6,2.019e+05,1.432e+04,5.578e+03,2.218e+05
125.2,1.856e+05,1.161e+04,5.346e+03,2.025e+05
126.8,1.706e+05,9.966e+03,4.526e+03,1.851e+05
128.4,1.594e+05,8.220e+03,3.818e+03,1.714e+05
130.0,1.525e+05,6.133e+03,3.195e+03,1.618e+05
131.6,1.443e+05,4.167e+03,2.408e+03,1.509e+05
133.2,6.551e+04,1.621e+03,1.026e+03,6.816e+04
134.7,7.074e+03,4.148e+02,1.631e+02,7.652e+03
136.3,3.765e+03,3.855e+02,1.106e+02,4.261e+03
137.9,7.476e+03,6.014e+03,2.359e+03,1.585e+04
139.5,1.896e+04,2.152e+04,9.058e+03,4.954e+04
141.1,6.992e+03,4.949e+03,2.185e+03,1.413e+04
142.7,3.591e+03,5.200e+02,1.319e+02,4.243e+03
144.3,3.760e+03,6.670e+02,1.471e+02,4.574e+03
145.8,3.927e+03,9.128e+02,1.326e+02,4.973e+03
147.4,4.478e+03,1.205e+03,1.725e+02,5.856e+03
149.0,5.837e+03,1.583e+03,2.978e+02,7.718e+03
150.6,7.131e+03,1.869e+03,4.644e+02,9.464e+03
152.2,7.011e+03,1.752e+03,4.785e+02,9.241e+03
153.8,6.823e+03,1.769e+03,5.336e+02,9.126e+03
155.3,6.794e+03,1.835e+03,6.803e+02,9.309e+03
156.9,6.602e+03,1.933e+03,8.710e+02,9.406e+03
158.5,5.606e+03,1.789e+03,1.014e+03,8.408e+03
160.1,4.364e+03,1.282e+03,8.385e+02,6.485e+03
161.7,2.888e+03,8.140e+02,4.756e+02,4.177e+03
163.3,1.491e+03,8.243e+02,2.460e+02,2.561e+03
164.9,7.760e+02,9.691e+02,1.740e+02,1.919e+03
166.4,8.392e+02,1.092e+03,2.266e+02,2.158e+03
168.0,1.336e+03,1.170e+03,3.100e+02,2.816e+03
169.6,2.170e+03,1.271e+03,5.004e+02,3.941e+03
171.2,4.530e+03,1.304e+03,1.150e+03,6.983e+03
172.8,7.523e+03,1.183e+03,1.824e+03,1.053e+04
174.4,8.659e+03,1.176e+03,2.255e+03,1.209e+04
176.0,8.761e+03,1.260e+03,2.277e+03,1.230e+04
177.5,7.751e+03,1.068e+03,1.986e+03,1.080e+04
179.1,6.479e+03,7.534e+02,1.466e+03,8.699e+03
180.7,5.259e+03,6.281e+02,1.321e+03,7.209e+03
182.3,5.011e+03,7.755e+02,1.403e+03,7.189e+03
183.9,4.604e+03,8.164e+02,1.377e+03,6.798e+03
185.5,4.380e+03,7.540e+02,1.304e+03,6.438e+03
187.1,4.440e+03,6.803e+02,1.211e+03,6.331e+03
188.6,4.455e+03,6.829e+02,1.238e+03,6.375e+03
190.2,4.840e+03,6.779e+02,1.388e+03,6.905e+03
191.8,5.041e+03,7.241e+02,1.497e+03,7.262e+03
193.4,5.391e+03,8.876e+02,1.586e+03,7.865e+03
195.0,5.375e+03,8.022e+02,1.652e+03,7.830e+03
196.6,4.932e+03,5.611e+02,1.702e+03,7.195e+03
198.1,4.792e+03,5.052e+02,1.756e+03,7.053e+03
199.7,4.695e+03,4.859e+02,1.752e+03,6.933e+03
