freq,psd_x,psd_y,psd_z,psd_xyz
100.8,8.433e+03,7.601e+02,2.781e+03,1.197e+04
102.4,8.417e+03,4.623e+02,3.524e+03,1.240e+04
104.0,8.077e+03,5.437e+02,4.067e+03,1.269e+04
105.5,7.838e+03,6.628e+02,3.719e+03,1.222e+04
107.1,1.072e+04,6.017e+02,2.961e+03,1.428e+04
108.6,1.535e+04,8.595e+02,2.608e+03,1.881e+04
110.2,1.857e+04,1.650e+03,2.975e+03,2.319e+04
111.7,1.704e+04,2.285e+03,3.266e+03,2.259e+04
113.3,1.109e+04,2.625e+03,3.511e+03,1.722e+04
114.8,6.777e+03,2.464e+03,3.608e+03,1.285e+04
116.4,3.995e+03,1.935e+03,3.179e+03,9.108e+03
117.9,3.656e+03,1.793e+03,2.914e+03,8.363e+03
119.5,3.622e+03,1.467e+03,2.680e+03,7.769e+03
121.0,6.282e+03,1.263e+03,2.544e+03,1.009e+04
122.6,9.757e+03,2.294e+03,3.015e+03,1.507e+04
124.1,8.124e+03,2.672e+03,4.013e+03,1.481e+04
125.7,9.785e+03,2.525e+03,4.418e+03,1.673e+04
127.2,1.008e+04,2.873e+03,4.860e+03,1.782e+04
128.8,1.001e+04,3.455e+03,5.139e+03,1.861e+04
130.3,1.165e+04,4.663e+03,4.703e+03,2.101e+04
131.9,1.127e+04,4.888e+03,3.846e+03,2.000e+04
133.4,4.718e+03,2.663e+03,1.564e+03,8.945e+03
135.0,4.750e+02,1.292e+03,1.560e+02,1.923e+03
136.5,2.705e+02,1.211e+03,8.496e+01,1.566e+03
138.1,2.505e+02,1.166e+03,7.809e+01,1.495e+03
139.6,1.449e+03,1.295e+03,1.832e+02,2.927e+03
141.2,4.893e+04,9.688e+03,4.835e+03,6.346e+04
142.7,6.866e+04,1.379e+04,7.083e+03,8.954e+04
144.3,5.276e+03,2.150e+03,6.148e+02,8.040e+03
145.8,5.576e+02,1.427e+03,9.073e+01,2.076e+03
147.4,5.830e+02,1.513e+03,8.289e+01,2.179e+03
148.9,5.435e+02,1.707e+03,7.609e+01,2.326e+03
150.5,4.468e+02,1.975e+03,7.350e+01,2.496e+03
152.1,3.790e+02,2.157e+03,6.581e+01,2.602e+03
153.6,3.464e+02,2.528e+03,5.742e+01,2.931e+03
155.2,3.729e+02,3.049e+03,4.749e+01,3.470e+03
156.7,4.167e+02,3.653e+03,6.059e+01,4.130e+03
158.3,4.512e+02,3.805e+03,9.642e+01,4.352e+03
159.8,4.408e+02,3.172e+03,1.611e+02,3.774e+03
161.4,3.472e+02,2.065e+03,2.171e+02,2.629e+03
162.9,3.173e+02,8.771e+02,2.251e+02,1.420e+03
164.5,4.226e+02,3.681e+02,1.604e+02,9.510e+02
166.0,4.763e+02,3.730e+02,1.327e+02,9.820e+02
167.6,4.200e+02,2.813e+02,1.677e+02,8.690e+02
169.1,3.671e+02,2.906e+02,2.015e+02,8.592e+02
170.7,4.228e+02,3.790e+02,2.030e+02,1.005e+03
172.2,5.316e+02,6.260e+02,1.758e+02,1.333e+03
173.8,6.604e+02,1.226e+03,1.110e+02,1.997e+03
175.3,7.007e+02,1.647e+03,6.116e+01,2.408e+03
176.9,6.966e+02,1.648e+03,5.535e+01,2.400e+03
178.4,6.762e+02,1.437e+03,9.239e+01,2.205e+03
180.0,6.699e+02,1.300e+03,1.262e+02,2.096e+03
181.5,6.535e+02,1.190e+03,1.420e+02,1.986e+03
183.1,6.181e+02,1.046e+03,1.479e+02,1.812e+03
184.6,5.469e+02,8.771e+02,1.527e+02,1.577e+03
186.2,4.955e+02,8.162e+02,1.559e+02,1.468e+03
187.7,4.065e+02,8.086e+02,1.654e+02,1.380e+03
189.3,3.300e+02,7.670e+02,1.765e+02,1.273e+03
190.8,2.977e+02,6.787e+02,2.041e+02,1.181e+03
192.4,2.951e+02,6.783e+02,2.054e+02,1.179e+03
193.9,3.366e+02,8.075e+02,2.034e+02,1.347e+03
195.5,3.265e+02,1.061e+03,1.553e+02,1.543e+03
197.0,3.471e+02,1.251e+03,9.635e+01,1.694e+03
198.6,4.171e+02,1.087e+03,9.862e+01,1.602e+03
